Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1220,12.695633368756642,1,0.118188689,0,185.224,4,1985,3,0,0,876.18854
74,17.6,0,0.097612596,4,88.1856,3,2009,1,2,2,1153.6027
1532,8.43,0,0.178055216,9,172.0422,7,2002,2,1,1,2062.1833
61,7.81,0,0.067399162,14,246.2486,1,1987,0,2,1,3530.2703
1274,6.57,0,0.097031198,9,192.882,9,1999,1,0,1,3913.7668
1502,8.27,0,0.018851756,8,241.288,7,2002,2,1,1,5925.3823
1239,12.695633368756642,1,0.0,0,101.0042,4,1985,3,0,0,427.2398
1414,7.235,0,0.077168705,9,114.3492,3,2009,1,2,2,1618.6448
1423,7.105,0,0.044899636,9,61.0562,7,2002,2,1,1,770.0573
1509,5.21,0,0.011054747,9,259.5962,3,2009,1,2,2,2726.8872
1406,14.6,0,0.059490504,11,241.4538,8,1997,3,0,1,4182.8335
202,7.72,0,0.08700498,6,75.8986,0,1998,2,2,0,-139.7076
113,10.5,0,0.047978201,7,156.8946,1,1987,0,2,1,2509.8281
25,15.7,0,0.037307618,14,181.7634,7,2002,2,1,1,3147.266
1067,8.3,1,0.0,4,87.8198,0,1998,2,2,0,20.496517
592,6.17,0,0.017794028,10,65.9826,0,1998,2,2,0,-129.41934
964,7.71,1,0.066868428,13,55.4956,3,2009,1,2,2,574.00757
70,12.695633368756642,0,0.033218416,14,74.7696,5,1985,1,2,3,2155.675
749,12.695633368756642,0,0.136563316,13,156.363,5,1985,1,2,3,4136.229
317,19.75,1,0.018125015,5,178.266,2,2007,2,1,1,3570.558
1247,12.695633368756642,1,0.037581431,13,130.1994,5,1985,1,2,3,3851.5925
355,16.2,0,0.173192865,3,104.399,0,1998,2,2,0,441.07394
406,9.285,1,0.049380234,5,245.4144,7,2002,2,1,1,3996.7937
1334,20.0,0,0.0,11,35.119,8,1997,3,0,1,408.87177
942,16.35,0,0.020530851,6,51.3324,1,1987,0,2,1,757.5566
972,19.35,1,0.021457551,6,121.3098,8,1997,3,0,1,2280.183
311,16.2,0,0.0,5,42.9454,1,1987,0,2,1,611.72394
1068,15.35,1,0.055225368,10,149.1734,7,2002,2,1,1,2117.7324
1482,5.4,0,0.048213839,8,162.8526,7,2002,2,1,1,2426.0232
1319,12.695633368756642,0,0.038956596,9,114.6176,5,1985,1,2,3,3092.5872
307,10.395,0,0.030152986,0,114.5176,6,2004,3,1,1,2190.16
418,12.8,0,0.069727079,15,263.6252,9,1999,1,0,1,5299.931
478,5.59,1,0.056922987,13,63.4168,2,2007,2,1,1,1365.2699
930,11.395,1,0.069980785,10,234.4616,2,2007,2,1,1,4198.987
135,13.85,0,0.034541588,7,116.8492,1,1987,0,2,1,1788.7217
295,12.85,0,0.0,6,233.3642,2,2007,2,1,1,3761.8137
236,15.6,0,0.04497714,4,243.0854,6,2004,3,1,1,3385.3235
1180,10.5,1,0.010972719,13,164.0842,1,1987,0,2,1,2697.4036
98,6.865,0,0.014015003,14,128.0652,9,1999,1,0,1,1813.521
318,10.895,1,0.032504504,5,143.8102,9,1999,1,0,1,2769.19
981,10.5,1,0.025132415,6,218.8508,2,2007,2,1,1,3524.3376
1397,12.695633368756642,0,0.012040955,11,188.253,5,1985,1,2,3,4757.3564
572,12.695633368756642,0,0.129368491,6,185.3898,5,1985,1,2,3,5376.208
574,11.35,1,0.045236996,13,103.1016,2,2007,2,1,1,1725.9694
1347,19.75,0,0.014298622,9,102.5332,6,2004,3,1,1,1791.9529
1228,12.695633368756642,0,0.075511074,15,192.282,5,1985,1,2,3,6123.7915
184,16.2,1,0.0,5,175.637,3,2009,1,2,2,2106.5405
1455,7.565,0,0.054595405,8,55.693,1,1987,0,2,1,614.67773
947,4.92,0,0.0,0,200.3084,6,2004,3,1,1,2967.688
99,12.695633368756642,0,0.154065962,4,229.3668,4,1985,3,0,0,-310.33987
1473,13.6,0,0.009993163,9,177.637,8,1997,3,0,1,3260.9526
1007,19.2,1,0.084934509,3,154.9314,6,2004,3,1,1,2627.3445
62,12.695633368756642,0,0.01148374,4,163.4526,5,1985,1,2,3,3909.049
1316,19.2,0,0.041193522,9,131.731,1,1987,0,2,1,2748.7617
183,8.05,1,0.16493563,4,115.5518,9,1999,1,0,1,2172.6404
1021,14.85,1,0.059013051,6,159.7578,0,1998,2,2,0,-27.677366
1477,14.6,0,0.059525627,9,182.1976,7,2002,2,1,1,3437.4897
1470,12.85,0,0.053552399,8,184.6608,7,2002,2,1,1,2811.4888
686,10.395,1,0.036882977,10,228.1352,8,1997,3,0,1,3512.6924
581,15.85,1,0.203588239,0,61.622,0,1998,2,2,0,290.80307
1183,17.0,1,0.044470849,3,143.647,0,1998,2,2,0,301.9723
501,7.64,1,0.070814401,13,92.412,9,1999,1,0,1,1469.2393
931,13.3,0,0.063825112,5,149.2708,3,2009,1,2,2,2281.7817
1277,15.0,0,0.075167462,8,138.5838,0,1998,2,2,0,848.0228
685,21.1,1,0.020835848,2,129.7994,2,2007,2,1,1,1635.2545
503,17.2,1,0.025145838,3,146.6418,1,1987,0,2,1,2386.2842
769,6.4,0,0.085098856,5,42.0796,3,2009,1,2,2,463.51154
117,19.7,0,0.038704546,7,125.7362,1,1987,0,2,1,1320.1976
1226,7.785,1,0.03812554,6,106.7964,6,2004,3,1,1,1532.3998
256,7.435,0,0.122814466,15,207.5638,6,2004,3,1,1,2998.2493
1116,13.1,0,0.075092011,4,73.2354,7,2002,2,1,1,1293.8717
1229,9.6,1,0.022259937,1,103.999,1,1987,0,2,1,1976.3402
583,8.115,1,0.032132105,3,155.4972,1,1987,0,2,1,2030.4111
687,16.6,0,0.026578464,5,55.0614,9,1999,1,0,1,783.09045
102,8.21,0,0.01082531,7,150.2392,2,2007,2,1,1,2122.2527
220,6.655,0,0.017027915,6,211.0586,3,2009,1,2,2,1496.0881
1242,12.8,1,0.079199274,4,184.6608,9,1999,1,0,1,3990.78
472,12.695633368756642,1,0.099912754,0,88.6856,5,1985,1,2,3,2405.5752
991,19.35,1,0.058371696,6,237.1564,2,2007,2,1,1,3720.2004
314,7.76,0,0.099343484,13,98.17,0,1998,2,2,0,211.21489
207,7.575,0,0.055703431,4,195.3768,2,2007,2,1,1,3068.1924
191,11.35,1,0.063483863,4,85.9856,3,2009,1,2,2,1302.9221
1412,10.0,0,0.0,8,118.744,1,1987,0,2,1,1846.0374
581,15.85,1,0.122320725,0,58.022,2,2007,2,1,1,978.1598
90,12.65,0,0.062988082,14,160.6578,9,1999,1,0,1,2114.1462
313,18.1,0,0.022445019,6,97.0094,7,2002,2,1,1,1530.2726
1070,12.35,1,0.038493141,6,110.957,6,2004,3,1,1,1815.074
22,18.75,0,0.023937034,4,100.4042,3,2009,1,2,2,899.2195
443,12.695633368756642,0,0.058064391,4,145.1128,5,1985,1,2,3,4329.265
1509,12.695633368756642,0,0.010956581,9,259.9962,5,1985,1,2,3,7695.147
844,9.1,1,0.008067116,5,79.9618,3,2009,1,2,2,889.0681
394,11.0,1,0.087774037,5,156.663,1,1987,0,2,1,2626.3274
1529,12.695633368756642,0,0.132603297,8,35.3532,4,1985,3,0,0,-7.181658
489,13.35,1,0.014686484,3,206.3638,3,2009,1,2,2,4020.039
827,20.0,1,0.028123753,6,43.2744,8,1997,3,0,1,511.72388
320,8.775,0,0.021725581,6,109.2228,2,2007,2,1,1,1719.6111
678,12.695633368756642,1,0.046432792,3,94.912,4,1985,3,0,0,475.33536
42,8.93,0,0.028474903,4,152.334,7,2002,2,1,1,2469.6597
47,15.75,0,0.165700218,4,37.7506,1,1987,0,2,1,785.93414
1407,12.695633368756642,0,0.128458176,11,67.8142,4,1985,3,0,0,417.11227
226,12.695633368756642,0,0.038267861,4,62.0852,5,1985,1,2,3,1658.631
531,8.645,0,0.02156804,3,52.8982,1,1987,0,2,1,764.9669
680,9.395,1,0.131460394,5,85.2198,1,1987,0,2,1,1375.68
1116,13.1,0,0.074877667,4,76.6354,1,1987,0,2,1,1728.0251
930,12.695633368756642,1,0.121838154,10,235.8616,4,1985,3,0,0,164.92427
1014,7.645,1,0.06665054,13,41.1112,1,1987,0,2,1,606.07495
983,7.63,1,0.134709764,13,44.8402,8,1997,3,0,1,1006.6381
1004,6.61,1,0.029011725,13,185.9898,8,1997,3,0,1,3685.5679
1432,12.695633368756642,0,0.016032699,9,194.8478,5,1985,1,2,3,5066.047
606,12.695633368756642,1,0.047261392,4,213.5876,5,1985,1,2,3,4646.765
67,12.695633368756642,0,0.109379022,4,45.4428,5,1985,1,2,3,1197.567
971,19.25,1,0.058604732,5,85.5908,2,2007,2,1,1,1139.4459
1068,15.35,1,0.055425341,10,149.3734,2,2007,2,1,1,2150.8828
798,20.5,0,0.036213591,6,122.3756,7,2002,2,1,1,2132.0747
1329,12.695633368756642,0,0.047486615,9,180.066,5,1985,1,2,3,5539.685
105,12.695633368756642,0,0.126021818,7,253.204,4,1985,3,0,0,657.5049
251,7.905,0,0.054976522,5,109.7254,6,2004,3,1,1,1755.8047
1526,12.695633368756642,0,0.0,8,42.9086,4,1985,3,0,0,584.87537
1494,10.1,0,0.030331567,8,153.7656,3,2009,1,2,2,2558.8774
632,12.695633368756642,0,0.118091992,13,132.6626,4,1985,3,0,0,229.18034
25,12.695633368756642,0,0.037051812,14,182.8634,5,1985,1,2,3,8883.263
939,18.7,0,0.057537445,4,86.3566,8,1997,3,0,1,1277.8055
808,7.275,0,0.028061488,13,145.076,3,2009,1,2,2,2660.1333
354,12.695633368756642,0,0.061986186,15,35.6532,5,1985,1,2,3,917.7745
1387,14.5,0,0.019475371,11,163.621,8,1997,3,0,1,2197.7617
86,17.25,0,0.042307304,4,171.1764,9,1999,1,0,1,2822.9348
1315,20.2,0,0.112956552,9,124.9046,2,2007,2,1,1,1729.4873
1361,12.15,0,0.029517792,9,114.815,6,2004,3,1,1,1957.893
779,12.695633368756642,0,0.073078549,5,109.6912,4,1985,3,0,0,296.04666
488,12.5,1,0.062291551,0,197.1426,1,1987,0,2,1,2966.992
1118,12.695633368756642,0,0.065491357,5,148.705,5,1985,1,2,3,3363.9424
168,11.5,0,0.014860557,15,174.008,8,1997,3,0,1,3134.811
530,11.3,0,0.056664709,0,248.0118,3,2009,1,2,2,2619.1333
995,12.8,1,0.113832939,1,138.4838,6,2004,3,1,1,1910.8989
891,6.895,0,0.022460575,10,142.9812,8,1997,3,0,1,2236.2932
283,12.85,0,0.030616733,15,251.704,8,1997,3,0,1,3057.0037
622,12.695633368756642,1,0.033392905,5,73.5354,5,1985,1,2,3,1972.9694
1002,16.85,0,0.04459498,6,183.1266,3,2009,1,2,2,2764.813
791,17.85,1,0.046872134,6,122.3388,2,2007,2,1,1,2058.0078
106,8.365,0,0.071786706,7,39.3506,1,1987,0,2,1,1104.7267
188,9.395,0,0.103912541,13,234.2932,9,1999,1,0,1,2527.4624
60,12.695633368756642,0,0.025484041,14,143.8102,4,1985,3,0,0,643.02234
956,13.65,0,0.026632476,1,231.9668,0,1998,2,2,0,-139.71805
790,12.695633368756642,1,0.094279524,6,89.7856,4,1985,3,0,0,274.3441
901,13.35,0,0.032311584,10,63.3194,3,2009,1,2,2,734.06976
1081,12.695633368756642,1,0.093840198,6,86.8882,5,1985,1,2,3,2699.7192
474,12.695633368756642,0,0.140668056,4,264.4884,5,1985,1,2,3,6644.0464
1499,20.2,0,0.066305026,9,62.351,2,2007,2,1,1,640.10156
55,10.5,0,0.019079308,14,187.524,9,1999,1,0,1,3825.5364
910,12.6,0,0.024174597,4,33.2874,1,1987,0,2,1,281.59573
706,12.695633368756642,0,0.088889913,13,114.1518,5,1985,1,2,3,3153.5388
752,10.1,0,0.032096024,3,51.1008,6,2004,3,1,1,716.6302
1237,14.1,0,0.066863337,13,197.9084,6,2004,3,1,1,4408.072
1260,12.695633368756642,0,0.036464158,9,180.1318,5,1985,1,2,3,5833.8726
983,7.63,1,0.135471737,13,45.2402,2,2007,2,1,1,556.4161
683,13.8,1,0.057194086,13,233.6984,2,2007,2,1,1,4509.547
467,8.35,1,0.127127013,5,75.4354,7,2002,2,1,1,1366.5992
644,12.695633368756642,1,0.1328021,13,82.4908,4,1985,3,0,0,167.15384
1471,12.695633368756642,0,0.069080314,9,89.6146,5,1985,1,2,3,2729.5188
230,20.25,1,0.018843242,6,221.6772,7,2002,2,1,1,2573.523
235,8.575,1,0.071992202,4,196.0794,7,2002,2,1,1,3141.8826
1248,17.85,0,0.052133441,13,120.6072,1,1987,0,2,1,2212.8398
1356,5.615,0,0.126024084,8,124.573,7,2002,2,1,1,2130.908
1461,12.15,0,0.145335007,8,224.9404,7,2002,2,1,1,4259.9946
331,12.695633368756642,0,0.088574755,3,145.4786,5,1985,1,2,3,3919.2783
1000,7.56,0,0.063870008,5,154.563,9,1999,1,0,1,2276.644
342,12.695633368756642,1,0.063704181,5,83.6566,5,1985,1,2,3,2248.7603
988,10.8,0,0.08288617,4,189.9504,3,2009,1,2,2,2300.5078
184,16.2,1,0.129148687,5,176.337,2,2007,2,1,1,2372.2407
1093,13.0,1,0.070301658,13,65.5484,8,1997,3,0,1,1333.4857
87,9.5,0,0.0,7,225.0088,6,2004,3,1,1,4003.0889
939,18.7,0,0.057526565,4,85.2566,6,2004,3,1,1,950.5989
595,7.235,0,0.100369729,13,196.9452,3,2009,1,2,2,2877.7454
767,12.695633368756642,1,0.159923438,3,253.0014,5,1985,1,2,3,8134.646
507,11.1,0,0.110672104,6,191.1846,8,1997,3,0,1,2924.0115
801,7.155,1,0.168447861,1,35.8874,9,1999,1,0,1,759.83203
1536,7.825,0,0.185913021,9,252.4698,1,1987,0,2,1,4073.0752
333,8.905,0,0.143938721,5,60.3878,2,2007,2,1,1,1444.0157
360,12.695633368756642,1,0.156168446,13,146.7418,5,1985,1,2,3,3541.379
266,9.195,0,0.015883951,0,83.4592,9,1999,1,0,1,1741.789
1200,11.65,0,0.039885362,13,228.9694,1,1987,0,2,1,5723.8716
1519,16.7,0,0.0,9,247.5776,0,1998,2,2,0,1388.0328
1015,9.1,1,0.081599833,1,176.8054,1,1987,0,2,1,2423.3975
945,11.35,0,0.030807134,13,49.4008,8,1997,3,0,1,826.9831
16,12.695633368756642,1,0.107110465,14,55.6614,4,1985,3,0,0,237.10287
774,5.695,1,0.067644586,1,256.5988,1,1987,0,2,1,1523.4194
1385,16.5,0,0.035857676,8,92.512,2,2007,2,1,1,1580.7013
1280,10.695,0,0.063710075,9,36.4848,1,1987,0,2,1,204.66902
416,12.695633368756642,0,0.127416049,6,214.2902,5,1985,1,2,3,5337.83
1450,17.7,0,0.0,9,167.7474,9,1999,1,0,1,3206.1372
632,19.0,0,0.067584358,13,129.7626,7,2002,2,1,1,2045.3356
286,12.695633368756642,0,0.057125581,5,237.8906,4,1985,3,0,0,-143.33644
670,12.695633368756642,1,0.091526478,3,250.0408,5,1985,1,2,3,5757.7754
228,13.35,0,0.0,5,148.4392,3,2009,1,2,2,1703.8148
1363,14.65,0,0.072053007,9,262.3594,6,2004,3,1,1,4792.588
1497,12.695633368756642,0,0.184271924,9,82.725,4,1985,3,0,0,211.0967
1124,16.7,0,0.0,3,182.4292,1,1987,0,2,1,3288.554
217,11.6,0,0.038518959,4,55.3272,8,1997,3,0,1,695.3956
254,8.96,1,0.06904552,6,197.3768,9,1999,1,0,1,3102.86
1411,9.6,0,0.029764629,9,44.4086,3,2009,1,2,2,397.64478
188,12.695633368756642,0,0.103248816,13,237.3932,5,1985,1,2,3,4745.851
1438,12.6,0,0.00749864,9,186.4556,2,2007,2,1,1,3613.1597
1461,12.15,0,0.14586127,8,227.0404,2,2007,2,1,1,3329.9915
680,9.395,1,0.131569883,5,88.1198,8,1997,3,0,1,920.5388
405,18.85,0,0.042649853,3,256.633,8,1997,3,0,1,4500.446
329,12.695633368756642,1,0.052923474,15,46.706,5,1985,1,2,3,1121.3732
82,15.85,0,0.107508339,14,59.1904,1,1987,0,2,1,1008.4711
71,17.6,0,0.041785884,14,166.0526,3,2009,1,2,2,2472.4229
685,21.1,1,0.020714738,2,127.7994,6,2004,3,1,1,2182.284
565,11.65,0,0.033910827,12,113.886,9,1999,1,0,1,2395.6917
740,6.71,0,0.035642187,1,217.6166,9,1999,1,0,1,4016.3147
631,15.6,0,0.087703106,13,220.0798,6,2004,3,1,1,3159.4998
298,13.3,0,0.021393893,0,119.8124,2,2007,2,1,1,2117.72
608,14.1,0,0.126492074,6,85.3198,2,2007,2,1,1,1419.2799
930,11.395,1,0.116474658,10,236.0616,0,1998,2,2,0,1229.1677
420,13.65,0,0.066002079,5,44.2402,2,2007,2,1,1,892.7122
1371,18.85,0,0.040363971,9,244.0144,6,2004,3,1,1,4904.5225
92,11.8,0,0.113329224,14,185.8924,8,1997,3,0,1,2456.4075
1038,19.25,0,0.101773845,4,52.8956,8,1997,3,0,1,960.8917
936,19.85,1,0.081620573,1,169.7816,7,2002,2,1,1,3357.1409
1195,12.5,0,0.081299369,10,219.0798,7,2002,2,1,1,3516.8567
257,15.5,0,0.033059299,0,105.7938,2,2007,2,1,1,1602.8579
1433,17.75,0,0.030481663,11,181.666,1,1987,0,2,1,3338.7754
706,14.75,0,0.089503609,13,112.2518,7,2002,2,1,1,1917.0115
1060,8.985,1,0.058062665,5,130.831,3,2009,1,2,2,1730.0131
1276,8.02,0,0.019870463,9,154.9972,8,1997,3,0,1,2317.487
550,9.8,0,0.026127057,13,216.385,9,1999,1,0,1,2590.5967
531,8.645,0,0.021708103,3,54.5982,2,2007,2,1,1,956.53625
1017,17.35,1,0.027767045,3,88.9856,2,2007,2,1,1,1600.5664
120,8.52,0,0.027212419,14,151.8682,2,2007,2,1,1,2415.825
1059,5.63,1,0.024680092,10,103.7306,2,2007,2,1,1,2154.0374
1175,6.38,0,0.031892144,4,177.7344,6,2004,3,1,1,2330.611
217,12.695633368756642,0,0.03833243,4,54.3272,5,1985,1,2,3,1573.1691
1005,5.78,0,0.0965817,1,162.4552,7,2002,2,1,1,3145.366
1247,10.0,1,0.0,13,129.2994,9,1999,1,0,1,2522.7783
697,11.6,1,0.0097782,13,225.1404,9,1999,1,0,1,2863.4805
893,11.65,0,0.0,6,187.724,3,2009,1,2,2,2258.767
980,19.2,1,0.157200063,5,189.3214,0,1998,2,2,0,326.5256
268,10.895,1,0.016105023,4,121.773,0,1998,2,2,0,-81.02311
1069,17.35,1,0.069419362,5,92.3804,0,1998,2,2,0,-161.21164
747,6.65,0,0.146740745,6,125.5678,0,1998,2,2,0,499.51077
233,12.695633368756642,0,0.049938496,0,195.6136,4,1985,3,0,0,611.35034
1443,7.725,0,0.029072283,9,120.1414,8,1997,3,0,1,1731.759
291,8.71,1,0.072267645,3,184.8924,9,1999,1,0,1,3664.4817
492,16.1,0,0.100436145,6,77.2328,7,2002,2,1,1,1133.315
68,14.65,0,0.170318251,7,56.1614,8,1997,3,0,1,1232.7671
713,12.6,0,0.087453208,6,110.0228,8,1997,3,0,1,2031.0381
393,13.1,0,0.006062712,5,187.3898,8,1997,3,0,1,2561.7344
630,12.695633368756642,0,0.020505252,6,91.483,5,1985,1,2,3,3821.862
616,11.15,1,0.085860034,13,169.479,1,1987,0,2,1,1991.2583
1239,20.7,1,0.079230482,0,98.8042,1,1987,0,2,1,1697.6388
636,12.695633368756642,0,0.159162446,5,143.1154,5,1985,1,2,3,3253.7173
1192,14.0,0,0.023869126,0,101.5332,2,2007,2,1,1,1657.9075
1383,19.1,0,0.067431883,9,42.4796,7,2002,2,1,1,708.083
1133,9.695,1,0.21471985,0,225.9404,0,1998,2,2,0,500.5493
37,19.1,0,0.045564412,4,39.1138,2,2007,2,1,1,838.4818
679,17.85,1,0.020979394,10,259.7936,9,1999,1,0,1,5096.5645
644,11.65,1,0.075967092,13,84.4908,9,1999,1,0,1,1459.5631
213,12.3,1,0.064719441,15,93.6804,9,1999,1,0,1,1469.2178
1164,12.695633368756642,0,0.029981513,3,77.867,5,1985,1,2,3,2406.3367
171,7.81,1,0.05553914,3,125.8046,2,2007,2,1,1,1898.248
1522,20.1,0,0.015022332,8,142.1154,2,2007,2,1,1,2920.8088
315,10.5,1,0.066450399,15,80.796,3,2009,1,2,2,1083.6832
1112,12.695633368756642,1,0.216601163,13,36.7874,4,1985,3,0,0,628.16327
235,8.575,1,0.072139167,4,195.5794,3,2009,1,2,2,2785.3933
1090,20.1,1,0.022420996,6,226.2036,6,2004,3,1,1,2596.7073
1064,21.2,0,0.070676281,13,176.337,8,1997,3,0,1,4007.6655
1165,12.695633368756642,0,0.069701022,4,262.9226,5,1985,1,2,3,6964.6914
1041,16.0,0,0.077011493,6,45.1086,7,2002,2,1,1,571.79156
712,17.1,0,0.032600958,5,150.4392,1,1987,0,2,1,2384.9976
757,12.695633368756642,0,0.074254285,13,91.083,5,1985,1,2,3,2724.9739
1298,12.695633368756642,0,0.181114059,9,168.8448,4,1985,3,0,0,162.25374
279,19.35,0,0.016608334,5,120.0098,6,2004,3,1,1,2089.5957
538,19.35,1,0.104659766,0,165.9184,0,1998,2,2,0,678.5893
32,11.85,0,0.133211023,4,95.8726,3,2009,1,2,2,1159.7413
691,8.0,1,0.030259174,1,250.6092,6,2004,3,1,1,5304.4604
51,12.695633368756642,0,0.083432299,7,107.4596,5,1985,1,2,3,2749.5422
557,17.85,0,0.018805505,13,214.956,0,1998,2,2,0,381.8576
122,16.6,0,0.136008489,7,170.4422,7,2002,2,1,1,2369.4817
503,12.695633368756642,1,0.02504491,3,146.1418,5,1985,1,2,3,4375.22
1533,8.485,0,0.0582501,8,104.399,7,2002,2,1,1,1443.4166
1369,18.1,0,0.048899701,9,126.3336,1,1987,0,2,1,1853.5615
1216,6.425,0,0.093835595,6,174.2712,3,2009,1,2,2,2482.7058
638,8.655,1,0.088331849,13,120.8756,9,1999,1,0,1,2294.1172
708,19.7,0,0.0,0,178.666,8,1997,3,0,1,3315.7407
1358,10.895,0,0.027102628,11,50.7666,7,2002,2,1,1,394.0769
95,10.8,0,0.061225298,14,153.4024,7,2002,2,1,1,2192.2305
741,20.6,0,0.083342202,0,120.1756,3,2009,1,2,2,1771.6482
383,7.07,0,0.093593225,13,115.1834,1,1987,0,2,1,1831.0238
1141,12.695633368756642,1,0.101754942,13,58.5562,4,1985,3,0,0,169.72763
1366,18.85,0,0.167923755,9,193.7136,7,2002,2,1,1,2459.0115
517,15.3,1,0.084694653,3,212.7218,1,1987,0,2,1,2311.2217
506,7.26,0,0.014452774,10,115.015,7,2002,2,1,1,1838.7949
1166,18.25,1,0.170685888,4,155.163,1,1987,0,2,1,2145.6616
49,14.8,0,0.044969294,14,74.867,7,2002,2,1,1,947.5886
390,13.3,0,0.009600586,13,64.951,7,2002,2,1,1,800.76245
1213,12.695633368756642,1,0.083321663,4,121.4756,4,1985,3,0,0,439.18933
746,21.1,1,0.161756055,6,65.7168,9,1999,1,0,1,116.563255
454,15.1,1,0.1055789,6,42.4796,1,1987,0,2,1,898.656
149,13.35,1,0.250008736,13,178.366,0,1998,2,2,0,164.15369
1080,11.35,1,0.043149943,6,198.5742,6,2004,3,1,1,2702.841
187,18.85,0,0.039643601,13,41.448,8,1997,3,0,1,660.39014
1300,8.92,0,0.129903926,9,176.637,6,2004,3,1,1,2474.2612
245,12.695633368756642,0,0.027069736,5,212.3928,4,1985,3,0,0,-660.3301
274,16.7,1,0.054583442,15,64.6168,1,1987,0,2,1,1000.9318
159,7.435,0,0.084382084,15,167.9158,1,1987,0,2,1,3077.8608
570,18.25,0,0.079203863,5,224.9062,6,2004,3,1,1,3746.9749
1381,20.5,0,0.023143199,11,152.934,8,1997,3,0,1,2812.1602
1482,5.4,0,0.048107159,8,166.3526,6,2004,3,1,1,2367.0107
1092,18.0,0,0.039169904,13,149.0418,3,2009,1,2,2,2698.3367
1331,18.35,0,0.014021376,9,222.5746,6,2004,3,1,1,3093.7212
339,6.52,0,0.044788872,3,164.0842,3,2009,1,2,2,2457.2122
358,12.695633368756642,1,0.114170018,6,89.1856,4,1985,3,0,0,297.3742
1200,11.65,0,0.066815522,13,229.6694,0,1998,2,2,0,2340.2686
390,12.695633368756642,0,0.016775365,13,63.451,4,1985,3,0,0,453.00052
1136,14.3,1,0.049957145,10,210.0586,2,2007,2,1,1,4071.8662
220,6.655,0,0.016985198,6,211.0586,9,1999,1,0,1,1755.6418
371,15.7,1,0.037833211,5,126.1046,1,1987,0,2,1,2187.164
340,7.89,0,0.036104434,4,117.1782,1,1987,0,2,1,2212.048
938,14.15,0,0.035413843,3,253.0014,3,2009,1,2,2,3066.724
1237,14.1,0,0.06725426,13,199.0084,2,2007,2,1,1,4236.578
712,17.1,0,0.032621941,5,150.9392,6,2004,3,1,1,2898.646
644,12.695633368756642,1,0.075481864,13,85.3908,5,1985,1,2,3,2382.9307
57,14.15,0,0.095917719,14,171.8106,2,2007,2,1,1,3235.0151
1182,12.3,0,0.015751294,0,71.638,0,1998,2,2,0,228.40869
120,12.695633368756642,0,0.026928324,14,151.6682,5,1985,1,2,3,3428.2559
880,12.695633368756642,1,0.245136905,3,110.8228,4,1985,3,0,0,323.8042
46,12.695633368756642,0,0.070733741,14,112.0518,5,1985,1,2,3,2462.0542
735,18.6,0,0.039374545,5,245.5802,7,2002,2,1,1,4513.016
908,20.85,0,0.032498972,0,181.266,9,1999,1,0,1,2254.8965
970,12.695633368756642,1,0.026473267,10,37.9532,5,1985,1,2,3,1379.8989
563,9.8,0,0.026840766,10,126.902,8,1997,3,0,1,2167.6113
663,7.895,1,0.061175535,2,58.6588,8,1997,3,0,1,748.73206
350,10.895,0,0.026921951,5,104.928,9,1999,1,0,1,1460.7836
204,8.02,0,0.111347923,13,155.6998,1,1987,0,2,1,2760.3445
340,7.89,0,0.036338895,4,119.5782,2,2007,2,1,1,2557.078
1132,5.035,1,0.079895432,1,227.0036,6,2004,3,1,1,3693.2751
1318,12.1,0,0.079930344,9,169.7106,9,1999,1,0,1,3290.59
443,7.075,0,0.058335906,4,145.8128,6,2004,3,1,1,2563.365
1359,7.475,0,0.01310911,9,215.4192,1,1987,0,2,1,3189.6782
880,6.885,1,0.14022623,3,108.8228,9,1999,1,0,1,1754.881
471,8.51,1,0.078723713,13,172.4422,3,2009,1,2,2,2819.8447
985,6.44,0,0.079200387,1,100.47,6,2004,3,1,1,1971.2987
466,13.65,1,0.073324855,5,199.0426,2,2007,2,1,1,3362.4285
105,8.395,0,0.071963037,7,251.804,6,2004,3,1,1,5068.583
228,12.695633368756642,0,0.244163174,5,148.1392,4,1985,3,0,0,314.58386
1155,8.945,1,0.087782193,4,261.791,9,1999,1,0,1,2937.7444
646,10.8,1,0.048134189,0,40.3138,6,2004,3,1,1,738.864
1346,19.2,0,0.305724969,11,239.6196,0,1998,2,2,0,1080.2346
138,18.85,0,0.09138128,7,126.6336,2,2007,2,1,1,2277.7893
1443,7.725,0,0.029190711,9,122.4414,3,2009,1,2,2,2040.0249
113,10.5,0,0.080372556,7,158.4946,0,1998,2,2,0,763.1897
958,20.25,1,0.011985289,3,184.7924,1,1987,0,2,1,3311.976
843,20.35,0,0.083783437,10,180.7292,6,2004,3,1,1,2722.7136
688,11.1,1,0.053775381,6,165.7526,8,1997,3,0,1,2169.9983
234,21.35,0,0.068962051,3,261.1278,7,2002,2,1,1,5420.509
1537,15.0,0,0.071357962,8,127.4362,6,2004,3,1,1,1903.2223
372,15.1,1,0.033365743,5,130.931,0,1998,2,2,0,358.7864
1220,17.75,1,0.067884624,0,187.324,2,2007,2,1,1,4132.9614
1492,5.485,0,0.042925965,8,164.5842,3,2009,1,2,2,2947.3833
1509,5.21,0,0.011000735,9,258.0962,1,1987,0,2,1,2790.9248
